"";"AMT_INCOME_TOTAL";"AMT_CREDIT";"AMT_ANNUITY";"DAYS_BIRTH";"OWN_CAR_AGE";"AMT_GOODS_PRICE";"CNT_FAM_MEMBERS";"CODE_GENDER";"NAME_INCOME_TYPE";"NAME_EDUCATION_TYPE";"NAME_FAMILY_STATUS";"OCCUPATION_TYPE";"ORGANIZATION_TYPE";"REGION_RATING_CLIENT";"TARGET"
"96730";135000;533709;29083,5;-18504;NA;445500;2;"F";"Pensioner";"Higher education";"Married";NA;"XNA";"2";"0"
"273028";180000;9e+05;26446,5;-18898;30;9e+05;2;"M";"Commercial associate";"Higher education";"Married";NA;"Hotel";"3";"0"
"214973";121500;1345500;36081;-22801;NA;1345500;2;"F";"State servant";"Secondary / secondary special";"Married";"Security staff";"Government";"2";"0"
"123902";180000;814041;23931;-16234;28;679500;3;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Kindergarten";"2";"0"
"121553";81000;675000;26284,5;-22923;13;675000;2;"M";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"179320";58500;665892;21609;-23137;NA;477000;1;"F";"Pensioner";"Secondary / secondary special";"Widow";NA;"XNA";"2";"0"
"60760";135000;835605;26955;-19838;NA;697500;1;"F";"Working";"Secondary / secondary special";"Separated";"Private service staff";"Business Entity Type 3";"2";"0"
"224866";283500;810000;40500;-10913;NA;810000;1;"M";"Commercial associate";"Higher education";"Single / not married";NA;"Hotel";"1";"0"
"40573";112500;225000;15349,5;-21062;11;225000;2;"M";"Working";"Secondary / secondary special";"Civil marriage";"Drivers";"Business Entity Type 3";"2";"0"
"254471";90000;508495,5;24462;-15355;25;454500;2;"F";"Working";"Secondary / secondary special";"Married";"Low-skill Laborers";"Business Entity Type 1";"2";"0"
"201965";382500;1125000;47794,5;-10374;2;1125000;2;"F";"Working";"Incomplete higher";"Married";"Sales staff";"Business Entity Type 2";"2";"1"
"114008";99000;9e+05;35824,5;-8755;NA;9e+05;2;"F";"Working";"Secondary / secondary special";"Separated";"Laborers";"Trade: type 7";"2";"0"
"275223";48600;918468;30352,5;-15807;NA;697500;3;"F";"Working";"Secondary / secondary special";"Married";"Cleaning staff";"Trade: type 3";"2";"0"
"125931";67500;166500;9558;-14816;NA;166500;2;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"0"
"72037";121500;755190;36459;-12808;NA;675000;3;"F";"Working";"Secondary / secondary special";"Separated";"Sales staff";"Business Entity Type 3";"2";"0"
"151312";90000;942300;30528;-13382;NA;675000;5;"F";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Other";"2";"0"
"200859";171000;562491;23962,5;-15906;NA;454500;2;"F";"Working";"Secondary / secondary special";"Civil marriage";"Sales staff";"Self-employed";"3";"0"
"37704";135000;593010;23107,5;-13185;NA;495000;2;"M";"Working";"Secondary / secondary special";"Married";NA;"Agriculture";"2";"0"
"5793";270000;450000;30204;-23768;3;450000;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"115867";337500;902209,5;46197;-11960;10;729000;2;"F";"Working";"Higher education";"Civil marriage";"Managers";"Trade: type 7";"2";"0"
"236005";112500;180000;9000;-10709;NA;180000;2;"F";"Working";"Secondary / secondary special";"Single / not married";"Cooking staff";"Restaurant";"2";"0"
"297890";112500;213948;23170,5;-10220;NA;189000;2;"F";"Working";"Higher education";"Married";NA;"Business Entity Type 3";"3";"0"
"300825";112500;651816;27531;-8602;NA;495000;3;"F";"Working";"Secondary / secondary special";"Married";"Core staff";"Kindergarten";"2";"0"
"237615";67500;315000;14004;-22634;NA;315000;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"260960";112500;450000;30204;-8440;NA;450000;1;"F";"Working";"Incomplete higher";"Single / not married";NA;"Business Entity Type 3";"3";"0"
"208547";360000;601474,5;32760;-14088;NA;486000;2;"M";"Commercial associate";"Higher education";"Married";"Laborers";"Self-employed";"2";"0"
"59334";135000;1125000;40540,5;-13958;NA;1125000;2;"F";"Commercial associate";"Higher education";"Married";NA;"Other";"2";"0"
"18731";72000;450000;19822,5;-19752;14;450000;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"0"
"133880";126000;314100;14683,5;-13902;NA;225000;4;"F";"Working";"Secondary / secondary special";"Married";"Medicine staff";"Other";"2";"0"
"283412";202500;533668,5;21294;-20459;3;477000;2;"M";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Other";"2";"0"
"209810";270000;1187370;112869;-20745;NA;1125000;1;"F";"Commercial associate";"Secondary / secondary special";"Widow";"Accountants";"Medicine";"3";"0"
"82660";121500;364896;26077,5;-19606;NA;315000;1;"F";"Commercial associate";"Secondary / secondary special";"Separated";"Cooking staff";"Other";"2";"0"
"80623";270000;585000;29250;-11085;2;585000;3;"M";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"1";"0"
"80589";184500;604152;25726,5;-20297;NA;540000;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"59613";247500;1251072;44937;-22064;25;1080000;1;"F";"Pensioner";"Secondary / secondary special";"Single / not married";NA;"XNA";"2";"0"
"211415";337500;1339884;39307,5;-13993;NA;1170000;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 1";"2";"1"
"175660";81000;808650;26217;-15778;NA;675000;1;"F";"Working";"Secondary / secondary special";"Widow";NA;"Business Entity Type 3";"2";"0"
"106355";292500;983160;60277,5;-14267;15;9e+05;2;"M";"Working";"Secondary / secondary special";"Married";"Drivers";"Business Entity Type 3";"2";"0"
"17072";180000;263686,5;24781,5;-15294;3;238500;2;"M";"Working";"Secondary / secondary special";"Single / not married";NA;"Transport: type 4";"2";"0"
"93838";157500;1350000;39474;-13358;64;1350000;2;"M";"Commercial associate";"Higher education";"Married";"Security staff";"Security";"2";"0"
"213078";81000;454500;15151,5;-21075;NA;454500;1;"F";"Pensioner";"Secondary / secondary special";"Single / not married";NA;"XNA";"2";"0"
"35487";157500;1006920;51412,5;-13837;NA;9e+05;2;"F";"Working";"Higher education";"Married";"Sales staff";"Self-employed";"2";"0"
"214408";157500;1575000;43443;-15905;17;1575000;2;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"2";"0"
"281816";157500;450000;22977;-20215;NA;450000;2;"F";"Commercial associate";"Higher education";"Married";"Managers";"School";"2";"0"
"266008";225000;1080000;38920,5;-13255;NA;1080000;3;"M";"Working";"Higher education";"Married";"Managers";"Transport: type 4";"2";"0"
"73980";216000;909864;46219,5;-23679;NA;843093;1;"F";"Commercial associate";"Secondary / secondary special";"Single / not married";"Security staff";"Medicine";"2";"0"
"178426";103500;343800;12478,5;-23987;NA;225000;1;"F";"Commercial associate";"Secondary / secondary special";"Widow";"Sales staff";"Self-employed";"2";"0"
"275364";90000;482449,5;18315;-12334;NA;333000;5;"M";"Working";"Higher education";"Married";"Laborers";"Business Entity Type 2";"2";"0"
"178249";99000;180000;14265;-12768;NA;180000;3;"M";"Working";"Secondary / secondary special";"Married";"Security staff";"Security";"3";"0"
"179529";180000;942300;30528;-12887;NA;675000;4;"F";"State servant";"Secondary / secondary special";"Married";"Sales staff";"Business Entity Type 3";"3";"0"
"231367";135000;675000;19737;-13792;NA;675000;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"2";"0"
"153879";283500;1575000;43443;-11977;NA;1575000;2;"M";"Working";"Higher education";"Married";"Laborers";"Business Entity Type 3";"2";"0"
"296112";225000;1288350;37800;-16885;NA;1125000;1;"F";"Working";"Secondary / secondary special";"Widow";"Laborers";"Industry: type 3";"1";"0"
"213055";112500;269325;7402,5;-16648;NA;202500;2;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Self-employed";"2";"0"
"179939";270000;472500;46030,5;-22075;NA;454500;2;"F";"Commercial associate";"Secondary / secondary special";"Civil marriage";NA;"Medicine";"2";"0"
"116336";225000;545040;26509,5;-8261;NA;450000;3;"M";"Working";"Secondary / secondary special";"Civil marriage";"Sales staff";"Business Entity Type 3";"2";"0"
"95770";135000;1391418;40815;-15999;NA;1215000;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"Accountants";"Business Entity Type 3";"1";"0"
"19083";90000;380533,5;23125,5;-10612;NA;328500;3;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"2";"0"
"246534";112500;450000;22018,5;-17326;6;450000;2;"F";"Commercial associate";"Higher education";"Married";"Laborers";"Business Entity Type 3";"1";"0"
"293055";112500;1078200;34911;-15573;NA;9e+05;4;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Transport: type 2";"2";"1"
"235545";135000;225000;12334,5;-22760;NA;225000;2;"M";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"301437";94500;659610;21406,5;-10637;NA;472500;3;"F";"Working";"Secondary / secondary special";"Single / not married";"High skill tech staff";"Business Entity Type 3";"2";"0"
"37894";76500;247500;28053;-9219;19;247500;3;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Trade: type 2";"2";"0"
"62890";135000;225000;12694,5;-24444;NA;225000;1;"F";"Pensioner";"Secondary / secondary special";"Widow";NA;"XNA";"3";"0"
"128515";171000;495000;24750;-15364;13;495000;2;"M";"Working";"Higher education";"Married";"Laborers";"Business Entity Type 1";"2";"0"
"166792";63000;360000;17316;-21391;NA;360000;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"169269";112500;540000;19395;-17416;NA;540000;2;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"0"
"262190";90000;427500;15484,5;-20052;NA;427500;1;"F";"State servant";"Secondary / secondary special";"Separated";"Core staff";"Government";"2";"0"
"292826";382500;1260000;36841,5;-19574;13;1260000;2;"M";"Commercial associate";"Higher education";"Married";NA;"Business Entity Type 1";"3";"0"
"196068";135000;679896;36351;-22435;11;630000;1;"F";"Pensioner";"Secondary / secondary special";"Widow";NA;"XNA";"2";"0"
"270379";112500;414792;21204;-18366;NA;315000;4;"F";"State servant";"Secondary / secondary special";"Married";"Core staff";"Kindergarten";"2";"0"
"138028";180000;450000;22500;-15014;NA;450000;2;"M";"Working";"Higher education";"Married";"Laborers";"Business Entity Type 3";"2";"1"
"155403";225000;1084500;46080;-10679;NA;1084500;1;"M";"Working";"Higher education";"Single / not married";"Core staff";"Construction";"2";"1"
"79567";117000;450000;19066,5;-21837;NA;450000;2;"F";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"3";"0"
"131267";108000;225000;8082;-13243;7;225000;3;"F";"State servant";"Higher education";"Married";"Accountants";"Bank";"3";"0"
"102432";180000;855000;41130;-14849;NA;855000;4;"F";"Commercial associate";"Higher education";"Married";"Managers";"Trade: type 7";"2";"0"
"237252";202500;708552;25578;-20992;NA;585000;1;"F";"State servant";"Secondary / secondary special";"Single / not married";"Secretaries";"Medicine";"2";"0"
"58889";292500;679500;19998;-15110;8;679500;3;"F";"Working";"Higher education";"Married";NA;"Business Entity Type 3";"2";"0"
"48798";157500;685012,5;29151;-18327;14;553500;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 2";"3";"0"
"37000";90000;106974;10129,5;-18897;NA;94500;3;"F";"State servant";"Secondary / secondary special";"Married";"Medicine staff";"Medicine";"2";"0"
"169710";162000;810000;34447,5;-9118;NA;810000;2;"M";"Commercial associate";"Secondary / secondary special";"Married";NA;"Business Entity Type 3";"2";"0"
"219709";157500;332946;17127;-11151;NA;238500;3;"F";"Working";"Secondary / secondary special";"Civil marriage";"Sales staff";"Business Entity Type 3";"1";"0"
"140471";225000;337500;16875;-17945;NA;337500;2;"F";"Working";"Secondary / secondary special";"Married";"Managers";"Trade: type 7";"3";"0"
"235931";292500;1042560;61087,5;-17845;1;9e+05;2;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"2";"0"
"144841";135000;563877;24021;-21474;NA;504000;1;"F";"Pensioner";"Secondary / secondary special";"Widow";NA;"XNA";"2";"0"
"2608";135000;284400;19003,5;-24192;NA;225000;2;"M";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"51224";135000;1006920;46791;-12584;NA;9e+05;1;"F";"Working";"Secondary / secondary special";"Separated";"Laborers";"Government";"2";"0"
"150942";540000;1800000;49630,5;-13341;10;1800000;3;"M";"Working";"Secondary / secondary special";"Married";"Managers";"Construction";"2";"0"
"114819";166500;458725,5;19566;-23133;NA;396000;1;"F";"Pensioner";"Secondary / secondary special";"Widow";NA;"XNA";"2";"0"
"43317";180000;9e+05;35694;-11493;NA;9e+05;4;"F";"Working";"Secondary / secondary special";"Married";"Accountants";"Business Entity Type 3";"1";"0"
"150982";126000;337500;16875;-11836;NA;337500;1;"F";"State servant";"Higher education";"Single / not married";NA;"Transport: type 2";"3";"0"
"149526";72000;170640;9922,5;-13465;NA;135000;4;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Business Entity Type 3";"2";"0"
"247572";157500;457717,5;30717;-9774;6;414000;2;"M";"Commercial associate";"Higher education";"Married";"Laborers";"Transport: type 4";"2";"0"
"202147";180000;1350000;37125;-20747;NA;1350000;1;"F";"Commercial associate";"Higher education";"Separated";NA;"Construction";"2";"0"
"294691";90000;360000;24057;-23433;NA;360000;2;"F";"Pensioner";"Secondary / secondary special";"Civil marriage";NA;"XNA";"2";"0"
"230061";126346,5;9e+05;24750;-9732;NA;9e+05;3;"F";"Commercial associate";"Higher education";"Married";"Core staff";"Trade: type 2";"2";"0"
"244869";180000;450000;27324;-10432;NA;450000;4;"F";"State servant";"Secondary / secondary special";"Married";"Core staff";"Government";"3";"0"
"134475";450000;855000;42750;-13900;4;855000;1;"M";"Commercial associate";"Secondary / secondary special";"Single / not married";"Managers";"Business Entity Type 3";"2";"0"
"239440";112500;608076;29574;-19787;NA;427500;1;"F";"Working";"Incomplete higher";"Single / not married";NA;"Other";"2";"0"
"156691";157500;993082,5;36931,5;-23609;NA;913500;1;"F";"Pensioner";"Incomplete higher";"Widow";NA;"XNA";"2";"0"
"59068";157500;225000;26703;-11936;11;225000;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"School";"2";"0"
"238926";67500;284400;10345,5;-23010;NA;225000;2;"M";"Pensioner";"Higher education";"Married";NA;"XNA";"2";"0"
"6498";54000;135000;6750;-18138;NA;135000;2;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"3";"0"
"136083";67500;450000;21888;-14461;14;450000;2;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Self-employed";"2";"0"
"170110";135000;848745;37516,5;-17461;NA;675000;2;"F";"Working";"Secondary / secondary special";"Married";"Managers";"Business Entity Type 3";"2";"0"
"66698";112500;225000;21919,5;-24857;NA;225000;1;"M";"Pensioner";"Higher education";"Separated";NA;"XNA";"2";"0"
"58496";112500;405000;22099,5;-21829;11;405000;2;"M";"Working";"Secondary / secondary special";"Married";"High skill tech staff";"Business Entity Type 3";"2";"0"
"254662";135000;450000;22018,5;-18127;NA;450000;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"2";"0"
"74557";166500;545040;26640;-10966;1;450000;3;"M";"Working";"Secondary / secondary special";"Married";"Sales staff";"Industry: type 3";"2";"0"
"48684";153000;1255680;41629,5;-17861;NA;1125000;2;"F";"State servant";"Secondary / secondary special";"Widow";"Core staff";"School";"2";"0"
"302463";112500;279000;13698;-11273;14;279000;1;"M";"Working";"Higher education";"Single / not married";"High skill tech staff";"Construction";"3";"0"
"245182";180000;1078200;31653;-17267;3;9e+05;2;"M";"Working";"Secondary / secondary special";"Married";"Drivers";"Self-employed";"3";"0"
"154008";180000;760225,5;32337;-22326;NA;679500;2;"M";"Working";"Higher education";"Married";"Core staff";"Other";"2";"0"
"290795";112500;592560;26230,5;-10684;NA;450000;2;"F";"Working";"Incomplete higher";"Civil marriage";"Sales staff";"Business Entity Type 3";"3";"0"
"179418";112500;675000;21775,5;-13227;NA;675000;2;"F";"Working";"Higher education";"Separated";"Accountants";"Agriculture";"2";"0"
"41830";135000;521280;31630,5;-20390;NA;450000;2;"M";"Pensioner";"Secondary / secondary special";"Married";NA;"XNA";"2";"0"
"174112";90000;265500;11691;-23420;NA;265500;1;"F";"Pensioner";"Secondary / secondary special";"Widow";NA;"XNA";"2";"0"
"261277";112500;9e+05;26316;-21489;15;9e+05;2;"M";"State servant";"Secondary / secondary special";"Married";"Drivers";"Government";"3";"0"
"83669";180000;1350000;55714,5;-23036;NA;1350000;2;"F";"Pensioner";"Higher education";"Married";NA;"XNA";"2";"0"
