"";"AMT_INCOME_TOTAL";"AMT_CREDIT";"AMT_ANNUITY";"DAYS_BIRTH";"OWN_CAR_AGE";"AMT_GOODS_PRICE";"CNT_FAM_MEMBERS";"CODE_GENDER";"NAME_INCOME_TYPE";"NAME_EDUCATION_TYPE";"NAME_FAMILY_STATUS";"OCCUPATION_TYPE";"ORGANIZATION_TYPE";"REGION_RATING_CLIENT";"TARGET"
"259843";135000;202500;10125;-17354;NA;202500;3;"F";"Working";"Secondary / secondary special";"Civil marriage";"Security staff";"Transport: type 2";"3";"0"
"296844";90000;1350000;37255,5;-22752;NA;1350000;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"3";"0"
"7529";67500;117162;11718;-16499;9;103500;3;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"2";"0"
"116749";135000;595903,5;30555;-12022;NA;481500;2;"F";"Working";"Secondary / secondary special";"Civil marriage";"";"Business Entity Type 3";"2";"0"
"116818";211500;752553;36333;-18536;11;598500;2;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"2";"0"
"61233";135000;521280;31630,5;-12170;NA;450000;2;"F";"Working";"Secondary / secondary special";"Civil marriage";"";"Business Entity Type 2";"2";"0"
"185541";180000;170640;12496,5;-20101;NA;135000;3;"M";"Commercial associate";"Higher education";"Married";"";"Business Entity Type 3";"1";"0"
"95303";180000;679500;24201;-13020;NA;679500;3;"F";"Working";"Lower secondary";"Married";"";"Other";"2";"0"
"217897";135000;1094688;39451,5;-17339;NA;945000;3;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"1";"0"
"225571";202500;1159515;34033,5;-13745;NA;1012500;2;"M";"State servant";"Higher education";"Married";"";"Other";"2";"0"
"13142";76500;1078200;31522,5;-19027;NA;9e+05;2;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"2";"0"
"47358";180000;640080;31261,5;-13434;64;450000;2;"F";"Working";"Higher education";"Married";"Laborers";"Military";"2";"0"
"240230";135000;808650;26217;-19547;10;675000;2;"M";"Working";"Secondary / secondary special";"Married";"Core staff";"Agriculture";"2";"0"
"300986";135000;284400;9211,5;-20179;NA;225000;1;"F";"Pensioner";"Secondary / secondary special";"Separated";"";"XNA";"2";"0"
"300729";540000;1350000;72058,5;-20586;2;1350000;2;"F";"Working";"Higher education";"Married";"Accountants";"Construction";"1";"0"
"11272";450000;1125000;29677,5;-15537;NA;1125000;3;"M";"State servant";"Higher education";"Married";"Managers";"Electricity";"1";"0"
"52511";112500;423000;23076;-11896;NA;423000;3;"M";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"3";"0"
"259080";54000;315000;15318;-15005;NA;315000;2;"F";"Working";"Secondary / secondary special";"Married";"";"Government";"2";"0"
"155976";117000;835380;42781,5;-10925;NA;675000;4;"F";"Working";"Secondary / secondary special";"Married";"High skill tech staff";"Trade: type 6";"3";"0"
"161344";180000;405000;17968,5;-13480;NA;405000;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Government";"3";"0"
"225758";247500;555273;18040,5;-23594;12;463500;2;"F";"Pensioner";"Higher education";"Married";"";"XNA";"2";"0"
"86500";90000;52128;5742;-19429;NA;45000;1;"F";"Working";"Higher education";"Single / not married";"High skill tech staff";"Business Entity Type 2";"2";"0"
"68857";225000;254700;26874;-11607;6;225000;3;"F";"Commercial associate";"Higher education";"Married";"Accountants";"Transport: type 2";"2";"0"
"304986";270000;545040;26640;-18433;16;450000;2;"M";"Working";"Higher education";"Married";"Managers";"Business Entity Type 3";"2";"0"
"78094";76500;593010;17338,5;-19660;NA;495000;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"3";"0"
"271472";157500;202500;10125;-16151;NA;202500;2;"F";"Commercial associate";"Incomplete higher";"Civil marriage";"";"Industry: type 4";"2";"0"
"124069";157500;78192;8550;-10473;NA;67500;3;"F";"Commercial associate";"Secondary / secondary special";"Married";"Waiters/barmen staff";"Restaurant";"2";"0"
"151036";117000;412560;11475;-11887;NA;270000;3;"F";"Working";"Secondary / secondary special";"Civil marriage";"Accountants";"Medicine";"2";"0"
"306608";135000;225000;15660;-23656;NA;225000;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"School";"1";"0"
"145708";225000;2250000;225000;-18325;5;2250000;2;"M";"Businessman";"Higher education";"Married";"Managers";"Self-employed";"2";"0"
"171974";247500;2149776;59247;-19284;NA;1921500;2;"F";"State servant";"Secondary / secondary special";"Married";"Core staff";"Medicine";"2";"0"
"86423";135000;263686,5;14854,5;-16605;34;238500;2;"F";"Working";"Incomplete higher";"Civil marriage";"Sales staff";"Business Entity Type 3";"2";"0"
"103761";261000;540000;27000;-11927;NA;540000;4;"F";"State servant";"Secondary / secondary special";"Married";"Medicine staff";"Medicine";"3";"0"
"59061";193500;877500;49126,5;-8433;6;877500;2;"M";"Working";"Secondary / secondary special";"Civil marriage";"Laborers";"Business Entity Type 2";"2";"0"
"212741";180000;785250;30555;-14369;24;562500;4;"M";"Working";"Lower secondary";"Married";"Laborers";"Self-employed";"2";"0"
"37139";130500;180000;9000;-19417;NA;180000;1;"F";"Commercial associate";"Higher education";"Separated";"Cleaning staff";"Business Entity Type 3";"1";"0"
"56078";202500;168102;18234;-11768;NA;148500;2;"F";"Working";"Higher education";"Separated";"Laborers";"School";"2";"0"
"274776";225000;180000;9000;-10267;6;180000;2;"M";"Commercial associate";"Secondary / secondary special";"Married";"";"Industry: type 11";"2";"0"
"185884";81000;54729;5877;-18416;9;49500;4;"M";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"0"
"51925";90000;119925;13045,5;-14535;NA;112500;3;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Self-employed";"2";"0"
"230354";135000;270000;13500;-12753;10;270000;4;"M";"Working";"Higher education";"Married";"Managers";"Government";"2";"0"
"35703";675000;1325475;59256;-17173;NA;1125000;1;"F";"Working";"Secondary / secondary special";"Single / not married";"Private service staff";"Self-employed";"2";"0"
"203416";90000;270000;13500;-12043;NA;270000;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"0"
"225593";450000;1575000;43443;-11873;NA;1575000;3;"F";"Commercial associate";"Higher education";"Married";"High skill tech staff";"Trade: type 2";"1";"0"
"160479";112500;225000;11250;-12187;NA;225000;2;"F";"Working";"Secondary / secondary special";"Married";"Cooking staff";"Kindergarten";"2";"0"
"27199";86850;508495,5;20295;-19530;NA;454500;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"3";"0"
"104886";157500;180000;9000;-8993;17;180000;2;"F";"Working";"Secondary / secondary special";"Single / not married";"Sales staff";"Self-employed";"2";"0"
"219384";40500;276277,5;13419;-20913;NA;238500;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"3";"0"
"252023";90000;84073,5;7708,5;-19775;NA;76500;1;"F";"Working";"Secondary / secondary special";"Separated";"Sales staff";"Self-employed";"2";"0"
"67674";76500;327024;16033,5;-19749;11;270000;2;"M";"Commercial associate";"Secondary / secondary special";"Married";"Drivers";"Self-employed";"2";"0"
"255703";126000;450000;36211,5;-19940;9;450000;2;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Business Entity Type 3";"3";"0"
"199481";180000;675000;21906;-8167;NA;675000;1;"F";"Commercial associate";"Secondary / secondary special";"Single / not married";"Sales staff";"Business Entity Type 3";"2";"0"
"65102";112500;450000;53406;-14890;NA;450000;3;"F";"Working";"Secondary / secondary special";"Married";"";"Cleaning";"2";"0"
"185832";247500;9e+05;35158,5;-15383;NA;9e+05;3;"F";"Commercial associate";"Higher education";"Civil marriage";"Core staff";"Self-employed";"2";"0"
"10205";126000;239850;25830;-10043;24;225000;3;"M";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"0"
"250653";73350;781920;25969,5;-20503;NA;675000;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"0"
"85097";315000;497520;39307,5;-10872;7;450000;2;"M";"Commercial associate";"Higher education";"Married";"Laborers";"Self-employed";"2";"0"
"253093";135000;180000;9000;-8314;17;180000;1;"M";"Working";"Secondary / secondary special";"Single / not married";"Security staff";"Construction";"3";"0"
"137666";207000;598486,5;21627;-23273;NA;454500;2;"M";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"0"
"132426";202500;1108269;44082;-20142;7;895500;2;"M";"State servant";"Higher education";"Married";"Core staff";"School";"2";"0"
"46470";112500;261000;16807,5;-12902;NA;261000;4;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"3";"0"
"104123";315000;927252;24457,5;-9319;NA;774000;2;"F";"Working";"Higher education";"Civil marriage";"";"Medicine";"2";"0"
"269734";67500;491823;25879,5;-12453;30;373500;2;"M";"Working";"Secondary / secondary special";"Married";"Security staff";"Self-employed";"2";"0"
"16199";189000;206271;20529;-19281;9;193500;3;"M";"Commercial associate";"Secondary / secondary special";"Married";"Core staff";"Self-employed";"1";"0"
"193839";450000;1755000;46296;-22060;2;1755000;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"0"
"277640";112500;272173,5;14026,5;-18137;NA;184500;2;"F";"Working";"Higher education";"Civil marriage";"Accountants";"Industry: type 3";"3";"0"
"224526";225000;450000;20335,5;-15439;22;450000;2;"M";"Commercial associate";"Secondary / secondary special";"Married";"Laborers";"Self-employed";"2";"0"
"55202";216000;848745;46174,5;-21532;4;675000;2;"M";"Working";"Secondary / secondary special";"Married";"Drivers";"Business Entity Type 3";"3";"0"
"224294";166500;1291500;35644,5;-16606;NA;1291500;3;"F";"Commercial associate";"Higher education";"Married";"Sales staff";"Self-employed";"2";"0"
"159282";180000;485640;44541;-20190;0;450000;1;"M";"Working";"Secondary / secondary special";"Single / not married";"Laborers";"Transport: type 4";"2";"0"
"41492";202500;9e+05;46084,5;-17031;18;9e+05;2;"M";"Working";"Secondary / secondary special";"Civil marriage";"Laborers";"Business Entity Type 2";"3";"0"
"62200";112500;512064;24903;-10674;NA;360000;1;"F";"Working";"Secondary / secondary special";"Single / not married";"Cooking staff";"Other";"2";"0"
"67550";126000;284256;28242;-18224;NA;270000;2;"F";"Commercial associate";"Secondary / secondary special";"Civil marriage";"";"Business Entity Type 1";"1";"0"
"250496";81000;298512;29655;-19703;25;270000;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"";"Government";"2";"0"
"144659";90000;292500;11268;-11138;NA;292500;3;"F";"Working";"Secondary / secondary special";"Married";"Laborers";"Trade: type 7";"2";"0"
"154576";180000;414612;22621,5;-23693;NA;297000;1;"F";"Pensioner";"Secondary / secondary special";"Widow";"";"XNA";"2";"0"
"81677";117000;539100;27652,5;-13469;12;450000;4;"M";"Working";"Secondary / secondary special";"Married";"Drivers";"Electricity";"2";"0"
"92425";180000;450000;20979;-15711;NA;450000;2;"M";"Commercial associate";"Secondary / secondary special";"Married";"";"Business Entity Type 3";"2";"0"
"74616";157500;156384;16551;-13713;NA;135000;3;"M";"Working";"Higher education";"Married";"Laborers";"Business Entity Type 3";"2";"0"
"282761";202500;754740;20038,5;-17565;10;630000;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"";"Self-employed";"3";"0"
"253711";117000;359725,5;24169,5;-20735;NA;297000;2;"M";"Working";"Secondary / secondary special";"Married";"Laborers";"Business Entity Type 3";"2";"0"
"66987";135000;675000;17806,5;-15999;NA;675000;2;"F";"State servant";"Higher education";"Married";"Core staff";"Other";"3";"0"
"262637";112500;701721;29862;-18028;7;567000;2;"M";"Working";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"3";"0"
"2611";112500;450000;22500;-23308;4;450000;1;"M";"Pensioner";"Secondary / secondary special";"Single / not married";"";"XNA";"2";"0"
"242937";180000;167895;16483,5;-24417;15;157500;1;"F";"Pensioner";"Secondary / secondary special";"Separated";"";"XNA";"2";"0"
"283848";180000;252000;12996;-21377;NA;252000;1;"F";"Pensioner";"Secondary / secondary special";"Single / not married";"";"XNA";"1";"0"
"297917";153000;772686;22720,5;-20122;NA;553500;2;"F";"Working";"Higher education";"Married";"High skill tech staff";"Business Entity Type 3";"2";"0"
"301326";270000;269550;23265;-14462;6;225000;2;"M";"Commercial associate";"Lower secondary";"Married";"Laborers";"Business Entity Type 3";"1";"0"
"119744";112500;1078200;31653;-13638;NA;9e+05;4;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Business Entity Type 2";"2";"0"
"170073";270000;1260000;34650;-16783;NA;1260000;2;"F";"Working";"Higher education";"Married";"Core staff";"School";"2";"0"
"143127";72000;652311;21042;-21159;NA;544500;2;"F";"Working";"Secondary / secondary special";"Married";"Cleaning staff";"Government";"1";"0"
"145071";202500;405000;20250;-13998;15;405000;3;"M";"Working";"Higher education";"Married";"High skill tech staff";"Business Entity Type 3";"2";"0"
"12622";157500;148365;10678,5;-16151;NA;135000;4;"M";"Working";"Higher education";"Married";"Laborers";"Industry: type 11";"2";"0"
"300308";135000;328405,5;26460;-10293;NA;283500;1;"F";"Commercial associate";"Secondary / secondary special";"Single / not married";"Core staff";"School";"3";"0"
"36180";279000;675000;21775,5;-13394;7;675000;2;"F";"Working";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"2";"0"
"220517";112500;855000;42750;-16287;1;855000;3;"F";"Commercial associate";"Higher education";"Single / not married";"";"Business Entity Type 3";"2";"0"
"105569";180000;157500;7875;-11743;NA;157500;1;"M";"Working";"Secondary / secondary special";"Single / not married";"Laborers";"Business Entity Type 2";"2";"0"
"129718";135000;254700;25321,5;-15135;9;225000;3;"F";"State servant";"Higher education";"Civil marriage";"Medicine staff";"Medicine";"3";"0"
"231949";180000;490495,5;30136,5;-10403;NA;454500;1;"F";"Commercial associate";"Secondary / secondary special";"Single / not married";"Realty agents";"Business Entity Type 3";"2";"0"
"214465";90000;502497;29920,5;-23518;NA;454500;1;"F";"Pensioner";"Secondary / secondary special";"Widow";"";"XNA";"3";"0"
"268435";348462;450000;22500;-10732;10;450000;2;"M";"Commercial associate";"Higher education";"Civil marriage";"Core staff";"Trade: type 2";"1";"0"
"209465";180000;1350000;35613;-10292;NA;1350000;3;"F";"Commercial associate";"Higher education";"Married";"Accountants";"Business Entity Type 3";"2";"0"
"155768";495000;2272500;57447;-12921;7;2272500;3;"M";"Working";"Higher education";"Married";"Managers";"Business Entity Type 3";"3";"0"
"260763";202500;1386265,5;38119,5;-16795;NA;1210500;3;"F";"State servant";"Higher education";"Married";"Core staff";"School";"3";"0"
"160676";202500;585000;29250;-23041;NA;585000;2;"F";"Pensioner";"Secondary / secondary special";"Civil marriage";"";"XNA";"2";"0"
"159496";202500;1215000;35523;-11502;18;1215000;3;"F";"State servant";"Secondary / secondary special";"Married";"Laborers";"Other";"2";"0"
"58853";121500;1125000;33025,5;-23448;6;1125000;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"0"
"134673";63000;225000;15219;-8874;NA;225000;3;"M";"Working";"Secondary / secondary special";"Married";"Sales staff";"Self-employed";"2";"0"
"99896";135000;9e+05;38263,5;-18511;NA;9e+05;2;"F";"Working";"Higher education";"Married";"High skill tech staff";"Transport: type 2";"2";"0"
"211527";135000;312768;25204,5;-15884;14;270000;2;"M";"Working";"Secondary / secondary special";"Married";"Drivers";"Construction";"2";"0"
"248241";148500;1264428;37098;-14161;16;990000;3;"M";"Working";"Secondary / secondary special";"Married";"Managers";"Military";"2";"0"
"258738";157500;163008;16249,5;-12393;NA;144000;2;"M";"Commercial associate";"Secondary / secondary special";"Separated";"Security staff";"Business Entity Type 1";"2";"0"
"72963";144000;215640;17289;-19230;NA;180000;1;"F";"Working";"Higher education";"Separated";"Laborers";"Cleaning";"2";"0"
"187471";216000;1635120;56965,5;-18664;NA;1350000;1;"F";"Working";"Secondary / secondary special";"Separated";"Private service staff";"Self-employed";"3";"0"
"185698";247500;62361;6205,5;-23539;NA;58500;1;"F";"Pensioner";"Secondary / secondary special";"Single / not married";"";"XNA";"2";"0"
"229082";373500;1223010;51948;-21332;NA;1125000;2;"F";"Pensioner";"Secondary / secondary special";"Married";"";"XNA";"2";"0"
"69118";211500;254700;14751;-23891;NA;225000;2;"F";"Pensioner";"Higher education";"Married";"";"XNA";"2";"0"
"85516";180000;814041;23931;-20299;NA;679500;2;"F";"Commercial associate";"Secondary / secondary special";"Married";"High skill tech staff";"Trade: type 6";"1";"0"
